TestSponsor,SystemName,Parallel,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Dell Inc.,"PowerEdge R740xd (Intel Xeon Platinum 8168, 2.70GHz)",Yes,48,48,2,1,8.98,9.27,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6134, 3.20GHz)",Yes,16,16,2,1,8.74,9.00,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Bronze 3104, 1.70 GHz)",Yes,12,12,2,1,4.04,4.16,--,--
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6137, 3.90GHz)",Yes,16,16,2,1,9.46,9.27,--,--
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,32,2,1,8.73,8.52,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6130 CPU, 2.10GHz)",Yes,64,64,4,1,8.76,9.05,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Silver 4110 CPU, 2.10GHz)",Yes,32,16,2,2,6.81,7.07,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Silver 4108 CPU, 1.80GHz)",Yes,16,16,2,1,6.83,7.08,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 5120 CPU, 2.20GHz)",Yes,28,28,2,1,7.62,7.86,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6148 CPU, 2.40GHz)",Yes,80,80,4,1,8.86,9.09,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Platinum 8156 CPU, 3.60GHz)",Yes,16,16,4,1,8.35,8.59,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Platinum 8160 CPU, 2.10GHz)",Yes,48,48,2,1,8.97,9.23,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Platinum 8180 CPU, 2.50GHz)",Yes,56,56,2,1,9.25,9.56,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Platinum 8160 CPU, 2.10GHz)",Yes,96,96,4,1,8.91,9.21,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Platinum 8168 CPU, 2.70GHz)",Yes,96,96,4,1,8.95,9.21,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Platinum 8176 CPU, 2.10GHz)",Yes,112,112,4,1,9.25,9.54,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Platinum 8180 CPU, 2.50GHz)",Yes,112,112,4,1,9.25,9.55,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Silver 4114 CPU, 2.20GHz)",Yes,20,20,2,1,7.02,7.20,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6152 CPU, 2.10GHz)",Yes,44,44,2,1,8.91,9.19,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 5118 CPU, 2.30GHz)",Yes,48,48,4,1,7.49,7.70,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 5120 CPU, 2.20GHz)",Yes,56,56,4,1,7.59,7.85,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 5122 CPU, 3.60GHz)",Yes,16,16,4,1,8.37,8.59,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6130 CPU, 2.10GHz)",Yes,64,64,4,1,8.75,8.98,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Silver 4112 CPU, 2.60GHz)",Yes,8,8,2,1,6.54,6.78,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 5122 CPU, 3.60GHz)",Yes,8,8,2,1,8.17,8.40,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 5118 CPU, 2.30GHz)",Yes,24,24,2,1,7.50,7.74,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6130 CPU, 2.10GHz)",Yes,32,32,2,1,8.74,9.00,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6152 CPU, 2.10GHz)",Yes,88,88,4,1,8.88,9.16,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Bronze 3104 CPU, 1.70GHz)",Yes,12,12,2,1,4.03,4.16,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Bronze 3106 CPU, 1.70GHz)",Yes,16,16,2,1,4.19,4.31,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 5117 CPU, 2.00GHz)",Yes,28,28,2,1,6.73,6.95,--,--
Dell Inc.,"PowerEdge R540 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,32,16,2,2,6.86,6.77,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6134, 3.20GHz)",Yes,32,32,4,1,8.72,9.00,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6134, 3.20GHz)",Yes,16,16,2,1,8.70,9.00,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Platinum 8168, 2.70GHz)",Yes,48,48,2,1,8.95,9.26,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6154, 3.00GHz)",Yes,72,72,4,1,8.79,9.05,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6146, 3.20GHz)",Yes,24,24,2,1,9.63,9.88,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Platinum 8176, 2.10GHz)",Yes,112,56,2,2,9.17,9.46,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Silver 4116, 2.10GHz)",Yes,24,24,2,1,7.08,7.29,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6144, 3.50GHz)",Yes,16,16,2,1,9.62,9.91,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6146, 3.20GHz)",Yes,48,48,4,1,9.79,9.99,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6144, 3.50GHz)",Yes,32,32,4,1,9.71,10.0&nbsp;,--,--
Dell Inc.,"PowerEdge R7425, AMD EPYC 7601, 2.20 GHz",Yes,64,64,2,2,7.16,7.33,--,--
Dell Inc.,"PowerEdge R7425 (AMD EPYC 7551, 2.00GHz)",Yes,64,64,2,2,6.69,6.88,--,--
Dell Inc.,"PowerEdge R7425 (AMD EPYC 7501, 2.00GHz)",Yes,64,64,2,2,6.71,6.88,--,--
Dell Inc.,"PowerEdge R540 (Intel Xeon Silver 4108, 1.80GHz)",Yes,16,16,2,1,6.83,7.06,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Gold 6130, 2.10GHz)",Yes,32,32,2,1,8.71,8.99,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Gold 6152, 2.10GHz)",Yes,44,44,2,1,8.95,9.20,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Gold 6140, 2.30GHz)",Yes,36,36,2,1,8.74,9.00,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Gold 5117, 2.00GHz)",Yes,28,28,2,1,6.77,6.97,--,--
Dell Inc.,"PowerEdge R540 (Intel Xeon Silver 4114, 2.20GHz)",Yes,20,20,2,1,7.00,Not Run,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Gold 5118, 2.30GHz)",Yes,24,24,2,1,7.55,7.78,--,--
Dell Inc.,"PowerEdge R340 (Intel Xeon E-2186G, 3.80GHz)",Yes,12,6,1,2,10.4&nbsp;,10.3&nbsp;,--,--
Dell Inc.,"PowerEdge T140 (Intel Xeon E-2186G, 3.80GHz)",Yes,12,6,1,2,10.4&nbsp;,10.3&nbsp;,--,--
Dell Inc.,"PowerEdge T340 (Intel Xeon E-2186G, 3.80GHz)",Yes,12,6,1,2,10.4&nbsp;,10.4&nbsp;,--,--
Dell Inc.,"PowerEdge R240 (Intel Xeon E-2186G, 3.80GHz)",Yes,12,6,1,2,10.4&nbsp;,10.3&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Gold 5115, 2.40GHz)",Yes,20,20,2,1,7.07,7.29,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Silver 4116, 2.10GHz)",Yes,24,24,2,1,6.72,6.94,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Silver 4114, 2.20GHz)",Yes,20,20,2,1,6.98,7.21,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Silver 4110, 2.10GHz)",Yes,16,16,2,1,6.86,7.07,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Bronze 3104, 1.70GHz)",Yes,12,12,2,1,3.84,3.96,--,--
Dell Inc.,"PowerEdge R740xd2 (Intel Xeon Gold 5120, 2.20GHz)",Yes,28,28,2,1,7.60,7.85,--,--
Dell Inc.,"PowerEdge T340 (Intel Xeon E-2174G, 3.80GHz)",Yes,8,4,1,2,10.2&nbsp;,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge T340 (Intel Xeon E-2144G, 3.60GHz)",Yes,8,4,1,2,9.85,9.73,--,--
Dell Inc.,"PowerEdge T140 (Intel Xeon E-2174G, 3.80GHz)",Yes,8,4,1,2,10.2&nbsp;,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge T140 (Intel Xeon E-2146G, 3.50GHz)",Yes,12,6,1,2,10.1&nbsp;,9.92,--,--
Dell Inc.,"PowerEdge T140 (Intel Xeon E-2144G, 3.60GHz)",Yes,8,4,1,2,9.83,9.76,--,--
Dell Inc.,"PowerEdge R340 (Intel Xeon E-2176G, 3.70GHz)",Yes,12,6,1,2,10.5&nbsp;,10.3&nbsp;,--,--
Dell Inc.,"PowerEdge R340 (Intel Xeon E-2174G, 3.80GHz)",Yes,8,4,1,2,10.3&nbsp;,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge R340 (Intel Xeon E-2146G, 3.50GHz)",Yes,12,6,1,2,10.1&nbsp;,9.99,--,--
Dell Inc.,"PowerEdge R340 (Intel Xeon E-2144G, 3.60GHz)",Yes,8,4,1,2,9.87,9.75,--,--
Dell Inc.,"PowerEdge R240 (Intel Xeon E-2176G, 3.70GHz)",Yes,12,6,1,2,10.4&nbsp;,10.3&nbsp;,--,--
Dell Inc.,"PowerEdge R240 (Intel Xeon E-2174G, 3.80GHz)",Yes,8,4,1,2,10.2&nbsp;,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge R240 (Intel Xeon E-2144G, 3.60GHz)",Yes,8,4,1,2,9.84,9.73,--,--
Dell Inc.,"PowerEdge T140 (Intel Xeon E-2134, 3.50GHz)",Yes,8,4,1,2,9.86,9.73,--,--
Dell Inc.,"PowerEdge R240 (Intel Xeon E-2136, 3.30GHz)",Yes,12,6,1,2,10.0&nbsp;,9.93,--,--
Dell Inc.,"PowerEdge R340 (Intel Xeon E-2134, 3.50GHz)",Yes,8,4,1,2,9.84,9.68,--,--
Dell Inc.,"PowerEdge R340 (Intel Xeon E-2136, 3.30GHz)",Yes,12,6,1,2,10.0&nbsp;,9.95,--,--
Dell Inc.,"PowerEdge T340 (Intel Xeon E-2136, 3.30GHz)",Yes,12,6,1,2,10.1&nbsp;,9.96,--,--
Dell Inc.,"PowerEdge T140 (Intel Xeon E-2136, 3.30GHz)",Yes,12,6,1,2,10.1&nbsp;,9.96,--,--
Dell Inc.,"PowerEdge T340 (Intel Xeon E-2134, 3.50GHz)",Yes,8,4,1,2,9.83,9.72,--,--
Dell Inc.,"PowerEdge R240 (Intel Xeon E-2134, 3.50GHz)",Yes,8,4,1,2,9.85,9.75,--,--
Dell Inc.,PowerEdge R240 (Intel Xeon E-2126G),Yes,6,6,1,1,9.95,9.84,--,--
Dell Inc.,"PowerEdge T140 (Intel Xeon E-2124G, 3.40GHz)",Yes,4,4,1,1,9.61,9.50,--,--
Dell Inc.,"PowerEdge T340 (Intel Xeon E-2124G, 3.40GHz)",Yes,4,4,1,1,9.61,9.51,--,--
Dell Inc.,PowerEdge R340 (Intel Xeon E-2126G),Yes,6,6,1,1,9.93,9.81,--,--
Dell Inc.,PowerEdge T140 (Intel Xeon E-2124),Yes,4,4,1,1,9.25,9.15,--,--
Dell Inc.,PowerEdge T340 (Intel Xeon E-2124),Yes,4,4,1,1,9.25,9.11,--,--
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,112,112,4,1,10.3&nbsp;,10.5&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Platinum 8280, 2.70GHz)",Yes,56,56,2,1,10.4&nbsp;,10.7&nbsp;,--,--
Dell Inc.,PowerEdge R240 (Intel Xeon E-2124),Yes,4,4,1,1,9.24,9.14,--,--
Dell Inc.,PowerEdge R340 (Intel Xeon E-2124),Yes,4,4,1,1,9.24,9.15,--,--
Dell Inc.,PowerEdge T140 (Intel Xeon E-2126G),Yes,6,6,1,1,9.92,9.83,--,--
Dell Inc.,PowerEdge T340 (Intel Xeon E-2126G),Yes,6,6,1,1,9.95,9.83,--,--
Dell Inc.,PowerEdge R240 (Intel Celeron G4900),Yes,2,2,1,1,5.55,5.85,--,--
Dell Inc.,PowerEdge R340 (Intel Celeron G4900),Yes,2,2,1,1,5.55,5.85,--,--
Dell Inc.,PowerEdge R340 (Intel Core i3-8100),Yes,4,4,1,1,7.82,7.74,--,--
Dell Inc.,PowerEdge T340 (Intel Pentium Gold G5500),Yes,8,2,1,2,7.08,7.46,--,--
Dell Inc.,PowerEdge T140 (Intel Pentium Gold G5500),Yes,4,2,1,2,6.93,7.39,--,--
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6212U, 2.40GHz)",Yes,24,24,1,1,9.97,10.2&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6244, 3.60GHz)",Yes,16,16,2,1,10.6&nbsp;,10.8&nbsp;,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6238, 2.10GHz)",Yes,44,44,2,1,9.40,9.63,--,--
Dell Inc.,PowerEdge R240 (Intel Xeon E-2146G),Yes,12,6,1,2,10.1&nbsp;,9.96,--,--
Dell Inc.,PowerEdge R340 (Intel Xeon E-2124G),Yes,4,4,1,1,9.61,9.50,--,--
Dell Inc.,"PowerEdge T140 (Intel Xeon E-2176G, 3.70 GHz)",Yes,12,6,1,2,9.25,9.78,--,--
Dell Inc.,"PowerEdge T340 (Intel Xeon E-2176G, 3.70 GHz)",Yes,12,6,1,2,9.35,9.77,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,104,52,2,2,10.2&nbsp;,10.4&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,96,48,2,2,9.67,9.87,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8276M, 2.20GHz)",Yes,112,56,2,2,9.89,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4208, 2.10GHz)",Yes,32,16,2,2,7.61,7.71,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4215, 2.50GHz)",Yes,16,16,2,1,8.32,8.46,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6238T, 1.90GHz)",Yes,88,44,2,2,9.15,9.32,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4210, 2.20GHz)",Yes,40,20,2,2,7.74,7.87,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6242, 2.80GHz)",Yes,64,32,2,2,9.71,9.86,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,40,2,2,9.50,9.66,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6262V, 1.90GHz)",Yes,96,48,2,2,8.91,9.06,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2,1,4.67,4.76,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6222V, 1.80GHz)",Yes,80,40,2,2,8.79,8.95,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6246, 3.30GHz)",Yes,48,24,2,2,10.1&nbsp;,10.3&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5222, 3.80GHz)",Yes,16,8,2,2,9.22,9.38,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4216, 2.10GHz)",Yes,64,32,2,2,8.17,8.35,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5215, 2.50GHz)",Yes,40,20,2,2,8.30,8.46,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5218, 2.30GHz)",Yes,64,32,2,2,9.16,9.32,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5217, 3.00GHz)",Yes,16,16,2,1,8.75,8.94,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4214, 2.20GHz)",Yes,48,24,2,2,8.00,8.16,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 5222, 3.80GHz)",Yes,16,8,2,2,8.98,9.13,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Gold 6242, 2.90GHz)",Yes,64,32,2,2,9.36,9.50,--,--
Dell Inc.,"PowerEdge T640 (Intel Xeon Gold 6254, 3.10GHz)",Yes,72,36,2,2,9.59,9.75,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5220, 2.20GHz)",Yes,72,36,2,2,9.79,9.99,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Platinum 8276M, 2.20GHz)",Yes,112,56,2,2,10.2&nbsp;,10.5&nbsp;,--,--
Dell Inc.,"PowerEdge MX740C (Intel Xeon Gold 5220, 2.20GHz)",Yes,72,36,2,2,7.17,7.33,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Silver 4215, 2.50GHz)",Yes,16,16,2,1,8.35,8.50,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Silver 4208, 2.10GHz)",Yes,32,16,2,2,7.66,7.78,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 5218N, 2.30GHz)",Yes,64,32,2,2,9.19,9.34,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2,1,4.65,4.75,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5218, 2.30GHz)",Yes,64,32,2,2,9.17,9.30,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6238T, 1.90GHz)",Yes,88,44,2,2,9.15,9.32,--,--
Dell Inc.,"PowerEdge MX740C (Intel Xeon Silver 4208, 2.10GHz)",Yes,32,16,2,2,6.24,6.38,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2,1,4.66,4.77,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6238T, 1.90GHz)",Yes,88,44,2,2,9.48,9.64,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Platinum 8253, 2.20GHz)",Yes,64,32,2,2,7.72,7.88,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,40,2,2,9.84,10.0&nbsp;,--,--
Dell Inc.,"PowerEdge MX740C (Intel Xeon Silver 4216, 2.10GHz)",Yes,64,32,2,2,7.12,7.27,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2,1,8.19,8.37,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2,1,9.52,9.71,--,--
Dell Inc.,"PowerEdge MX740C (Intel Xeon Platinum 8253, 2.20GHz)",Yes,64,32,2,2,6.38,6.51,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 5220, 2.20GHz)",Yes,72,36,2,2,9.75,9.92,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4208, 2.10GHz)",Yes,32,16,2,2,7.62,7.76,--,--
Dell Inc.,"PowerEdge MX840C (Intel Xeon Gold 5218, 2.30GHz)",Yes,128,64,4,2,9.48,9.60,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2,1,10.2&nbsp;,10.4&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6246, 3.30GHz)",Yes,24,24,2,1,10.3&nbsp;,10.5&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 5215, 2.50GHz)",Yes,20,20,2,1,8.05,8.16,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Silver 4210, 2.20GHz)",Yes,40,20,2,2,7.81,7.95,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6244, 3.60GHz)",Yes,16,16,2,1,10.6&nbsp;,10.8&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4214, 2.20GHz)",Yes,24,24,2,1,8.00,8.17,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Platinum 8276M, 2.20GHz)",Yes,56,56,2,1,10.2&nbsp;,10.4&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2,1,9.55,9.76,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6234, 3.30GHz)",Yes,16,16,2,1,9.89,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Platinum 8268, 2.90GHz)",Yes,48,48,2,1,10.0&nbsp;,10.2&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,52,52,2,1,10.2&nbsp;,10.4&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2,1,8.17,8.35,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5220, 2.20GHz)",Yes,36,36,2,1,9.78,9.96,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6254, 3.10GHz)",Yes,36,36,2,1,9.95,10.2&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6234, 3.30GHz)",Yes,16,16,2,1,9.88,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6240M, 2.60GHz)",Yes,36,36,2,1,9.75,9.96,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6209U, 2.10GHz)",Yes,20,20,1,1,9.80,10.0&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2,1,10.0&nbsp;,10.2&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Platinum 8276M, 2.20GHz)",Yes,56,56,2,1,10.2&nbsp;,10.4&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6230T, 2.10GHz)",Yes,40,40,2,1,9.83,10.0&nbsp;,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6248, 2.50GHz)",Yes,40,40,2,1,9.87,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6212U, 2.40GHz)",Yes,24,24,1,1,9.99,10.2&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6226, 2.70GHz)",Yes,24,24,2,1,8.95,9.13,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Platinum 8253, 2.20GHz)",Yes,32,32,2,1,7.69,7.83,--,--
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6254, 3.10GHz)",Yes,36,36,2,1,9.92,10.2&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6210U, 2.50GHz)",Yes,20,20,1,1,9.88,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8268, 2.90GHz)",Yes,48,48,2,1,9.99,10.2&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 5217, 3.00GHz)",Yes,16,16,2,1,8.50,8.63,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6230T, 2.10GHz)",Yes,40,40,2,1,9.86,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2,1,9.73,9.93,--,--
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2,1,9.55,9.77,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Silver 4208, 2.10GHz)",Yes,16,16,2,1,7.58,7.74,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Platinum 8270, 2.70GHz)",Yes,52,52,2,1,10.4&nbsp;,10.7&nbsp;,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 5222, 3.80GHz)",Yes,16,8,2,2,9.15,9.33,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6240M, 2.60GHz)",Yes,36,36,2,1,9.73,9.94,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 5222, 3.80GHz)",Yes,16,16,4,1,9.31,9.42,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Silver 4210, 2.20GHz)",Yes,20,20,2,1,7.76,7.91,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6234, 3.30GHz)",Yes,16,16,2,1,9.89,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Gold 6240M, 2.60GHz)",Yes,72,72,4,1,9.77,9.95,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Platinum 8268, 2.90GHz)",Yes,48,48,2,1,10.0&nbsp;,10.2&nbsp;,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Platinum 8270, 2.70GHz)",Yes,104,104,4,1,10.2&nbsp;,10.4&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6230, 2.10GHz)",Yes,40,40,2,1,10.1&nbsp;,10.3&nbsp;,--,--
Dell Inc.,"PowerEdge MX740c (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2,1,9.56,9.77,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2,1,8.37,8.57,--,--
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 5220, 2.20GHz)",Yes,36,36,2,1,9.77,10.0&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Silver 4210, 2.20GHz)",Yes,20,20,2,1,7.74,7.90,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6210U, 2.50GHz)",Yes,20,20,1,1,9.88,10.1&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2,1,9.73,9.95,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Silver 4214, 2.20GHz)",Yes,24,24,2,1,7.99,8.16,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6248, 2.50GHz)",Yes,40,40,2,1,9.80,10.0&nbsp;,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Gold 6254, 3.10GHz)",Yes,36,36,2,1,9.70,9.92,--,--
Dell Inc.,"PowerEdge R740xd (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2,1,4.67,4.76,--,--
Dell Inc.,"PowerEdge MX840c (Intel Xeon Platinum 8276, 2.20GHz)",Yes,224,112,4,2,9.71,9.88,--,--
